Unnamed: 0,month,year,state,average_temp,monthly_mean_from_1901_to_2000
39068,10,2017,Washington,53.0,52.1
39069,10,2017,West Virginia,61.0,58.8
39070,10,2017,Wisconsin,56.1,52.4
39071,10,2017,Wyoming,47.6,48.0
39072,11,2017,Alabama,60.7,58.7
39073,11,2017,Arizona,61.4,55.1
39074,11,2017,Arkansas,58.3,55.8
39075,11,2017,California,57.7,54.5
39076,11,2017,Colorado,44.0,40.0
39077,11,2017,Connecticut,49.8,45.6
39078,11,2017,Delaware,55.0,51.1
39079,11,2017,Florida,71.2,68.3
39080,11,2017,Georgia,61.7,59.2
39081,11,2017,Idaho,38.4,37.9
39082,11,2017,Illinois,50.0,47.7
39083,11,2017,Indiana,50.0,47.5
39084,11,2017,Iowa,44.8,43.6
39085,11,2017,Kansas,51.4,49.3
39086,11,2017,Kentucky,53.2,51.1
39087,11,2017,Louisiana,65.4,62.4
39088,11,2017,Maine,42.2,38.3
39089,11,2017,Maryland,53.5,50.3
39090,11,2017,Massachusetts,48.9,44.6
39091,11,2017,Michigan,43.5,41.0
39092,11,2017,Minnesota,37.2,36.4
39093,11,2017,Mississippi,61.5,59.1
39094,11,2017,Missouri,52.6,50.3
39095,11,2017,Montana,36.6,36.3
39096,11,2017,Nebraska,45.4,43.3
39097,11,2017,Nevada,47.4,44.8
39098,11,2017,New Hampshire,44.2,39.9
39099,11,2017,New Jersey,52.4,48.6
39100,11,2017,New Mexico,53.3,48.1
39101,11,2017,New York,45.5,42.2
39102,11,2017,North Carolina,56.6,54.5
39103,11,2017,North Dakota,35.7,35.2
39104,11,2017,Ohio,49.6,46.8
39105,11,2017,Oklahoma,57.4,55.0
39106,11,2017,Oregon,43.2,42.9
39107,11,2017,Pennsylvania,47.7,45.0
39108,11,2017,Rhode Island,51.4,46.7
39109,11,2017,South Carolina,60.2,58.1
39110,11,2017,South Dakota,41.4,39.8
39111,11,2017,Tennessee,55.4,53.1
39112,11,2017,Texas,63.4,60.3
39113,11,2017,Utah,45.6,42.5
39114,11,2017,Vermont,43.0,39.2
39115,11,2017,Virginia,53.2,50.9
39116,11,2017,Washington,42.0,41.9
39117,11,2017,West Virginia,50.4,47.7
39118,11,2017,Wisconsin,40.7,39.2
39119,11,2017,Wyoming,37.9,35.8
39120,12,2017,Alabama,51.2,49.9
39121,12,2017,Arizona,52.1,45.3
39122,12,2017,Arkansas,48.0,45.6
39123,12,2017,California,50.4,46.3
39124,12,2017,Colorado,35.7,29.4
39125,12,2017,Connecticut,34.8,34.7
39126,12,2017,Delaware,41.8,40.9
39127,12,2017,Florida,64.6,61.6
39128,12,2017,Georgia,52.8,50.6
39129,12,2017,Idaho,30.0,27.7
39130,12,2017,Illinois,35.8,35.1
39131,12,2017,Indiana,36.0,35.7
39132,12,2017,Iowa,30.3,29.2
39133,12,2017,Kansas,39.4,36.8
39134,12,2017,Kentucky,41.4,40.7
39135,12,2017,Louisiana,56.2,54.2
39136,12,2017,Maine,24.4,25.5
39137,12,2017,Maryland,40.6,40.1
39138,12,2017,Massachusetts,33.4,33.6
39139,12,2017,Michigan,27.7,28.9
39140,12,2017,Minnesota,20.4,20.4
39141,12,2017,Mississippi,51.9,50.3
39142,12,2017,Missouri,40.2,38.2
39143,12,2017,Montana,25.9,25.1
39144,12,2017,Nebraska,33.2,30.5
39145,12,2017,Nevada,39.6,35.0
39146,12,2017,New Hampshire,27.1,27.9
39147,12,2017,New Jersey,38.8,38.1
39148,12,2017,New Mexico,44.4,38.2
39149,12,2017,New York,29.4,30.4
39150,12,2017,North Carolina,46.4,45.4
39151,12,2017,North Dakota,21.0,19.6
39152,12,2017,Ohio,35.5,35.6
39153,12,2017,Oklahoma,46.7,43.7
39154,12,2017,Oregon,36.1,34.7
39155,12,2017,Pennsylvania,33.6,34.1
39156,12,2017,Rhode Island,36.6,36.2
39157,12,2017,South Carolina,51.0,49.3
39158,12,2017,South Dakota,28.2,25.7
39159,12,2017,Tennessee,44.7,43.3
39160,12,2017,Texas,54.0,50.7
39161,12,2017,Utah,37.2,31.5
39162,12,2017,Vermont,25.4,26.7
39163,12,2017,Virginia,41.6,41.1
39164,12,2017,Washington,33.8,33.6
39165,12,2017,West Virginia,38.1,37.6
39166,12,2017,Wisconsin,24.4,24.9
39167,12,2017,Wyoming,29.2,24.8
39168,1,2018,Alabama,43.6,45.8
39169,1,2018,Arizona,47.1,41.1
39170,1,2018,Arkansas,39.0,40.4
39171,1,2018,California,48.2,42.7
39172,1,2018,Colorado,29.9,24.5
39173,1,2018,Connecticut,27.0,27.3
39174,1,2018,Delaware,34.4,34.7
39175,1,2018,Florida,58.4,58.3
39176,1,2018,Georgia,45.9,46.6
39177,1,2018,Idaho,27.8,23.0
39178,1,2018,Illinois,27.0,27.5
39179,1,2018,Indiana,27.0,28.4
39180,1,2018,Iowa,21.1,20.3
39181,1,2018,Kansas,31.8,30.2
39182,1,2018,Kentucky,32.9,35.0
39183,1,2018,Louisiana,47.5,50.2
39184,1,2018,Maine,15.7,15.9
39185,1,2018,Maryland,33.2,34.0
39186,1,2018,Massachusetts,25.6,26.2
39187,1,2018,Michigan,20.4,20.7
39188,1,2018,Minnesota,11.9,9.7
39189,1,2018,Mississippi,43.6,46.0
39190,1,2018,Missouri,31.2,31.3
39191,1,2018,Montana,21.4,18.7
39192,1,2018,Nebraska,24.8,23.7
39193,1,2018,Nevada,36.6,30.5
39194,1,2018,New Hampshire,19.0,19.5
39195,1,2018,New Jersey,31.2,31.3
39196,1,2018,New Mexico,37.8,33.9
39197,1,2018,New York,20.8,22.2
39198,1,2018,North Carolina,39.2,40.8
39199,1,2018,North Dakota,13.7,9.6
39200,1,2018,Ohio,27.1,28.7
39201,1,2018,Oklahoma,38.6,37.8
39202,1,2018,Oregon,35.2,31.0
39203,1,2018,Pennsylvania,25.6,27.2
39204,1,2018,Rhode Island,28.8,29.0
39205,1,2018,South Carolina,44.2,45.1
39206,1,2018,South Dakota,19.9,17.4
39207,1,2018,Tennessee,36.2,38.3
39208,1,2018,Texas,45.8,46.2
39209,1,2018,Utah,32.1,26.2
39210,1,2018,Vermont,17.2,17.8
39211,1,2018,Virginia,34.5,35.8
39212,1,2018,Washington,32.6,29.5
39213,1,2018,West Virginia,30.0,31.8
39214,1,2018,Wisconsin,16.2,15.3
39215,1,2018,Wyoming,24.4,19.5
39216,2,2018,Alabama,49.2,46.6
39217,2,2018,Arizona,47.2,42.7
39218,2,2018,Arkansas,40.8,41.2
39219,2,2018,California,47.8,43.9
39220,2,2018,Colorado,29.2,25.6
39221,2,2018,Connecticut,30.6,25.9
39222,2,2018,Delaware,38.0,33.8
39223,2,2018,Florida,62.1,58.6
39224,2,2018,Georgia,50.8,47.3
39225,2,2018,Idaho,28.3,24.2
39226,2,2018,Illinois,28.0,27.3
39227,2,2018,Indiana,29.8,28.0
39228,2,2018,Iowa,19.2,20.3
39229,2,2018,Kansas,30.9,31.1
39230,2,2018,Kentucky,37.3,35.1
39231,2,2018,Louisiana,52.4,50.9
39232,2,2018,Maine,18.8,14.0
39233,2,2018,Maryland,36.3,33.1
39234,2,2018,Massachusetts,29.4,24.6
39235,2,2018,Michigan,21.5,18.6
39236,2,2018,Minnesota,9.5,9.3
39237,2,2018,Mississippi,48.5,46.7
39238,2,2018,Missouri,31.8,31.6
39239,2,2018,Montana,16.6,19.1
39240,2,2018,Nebraska,22.4,24.5
39241,2,2018,Nevada,36.1,32.0
39242,2,2018,New Hampshire,22.6,17.8
39243,2,2018,New Jersey,34.3,30.1
39244,2,2018,New Mexico,39.2,35.8
39245,2,2018,New York,24.2,20.2
39246,2,2018,North Carolina,43.9,41.0
39247,2,2018,North Dakota,8.6,9.1
39248,2,2018,Ohio,30.8,27.9
39249,2,2018,Oklahoma,38.8,38.9
39250,2,2018,Oregon,35.4,32.2
39251,2,2018,Pennsylvania,28.7,25.9
39252,2,2018,Rhode Island,32.6,27.4
39253,2,2018,South Carolina,49.0,45.7
39254,2,2018,South Dakota,14.8,17.4
39255,2,2018,Tennessee,40.7,38.7
39256,2,2018,Texas,48.0,47.4
39257,2,2018,Utah,32.5,27.8
39258,2,2018,Vermont,21.0,15.9
39259,2,2018,Virginia,38.5,35.7
39260,2,2018,Washington,33.9,30.7
39261,2,2018,West Virginia,34.4,31.7
39262,2,2018,Wisconsin,15.6,14.4
39263,2,2018,Wyoming,22.2,20.3
39264,3,2018,Alabama,56.7,51.6
39265,3,2018,Arizona,49.5,47.1
39266,3,2018,Arkansas,49.9,47.2
39267,3,2018,California,47.8,47.1
39268,3,2018,Colorado,33.2,30.6
39269,3,2018,Connecticut,36.0,30.8
39270,3,2018,Delaware,41.8,38.5
39271,3,2018,Florida,66.1,61.7
39272,3,2018,Georgia,56.8,51.9
39273,3,2018,Idaho,30.0,29.6
39274,3,2018,Illinois,35.5,34.5
39275,3,2018,Indiana,36.6,34.4
39276,3,2018,Iowa,27.8,28.6
39277,3,2018,Kansas,38.9,38.0
39278,3,2018,Kentucky,44.4,41.0
39279,3,2018,Louisiana,61.4,55.8
39280,3,2018,Maine,25.8,20.4
39281,3,2018,Maryland,40.4,38.1
39282,3,2018,Massachusetts,34.6,29.7
39283,3,2018,Michigan,26.3,24.1
39284,3,2018,Minnesota,18.0,18.6
39285,3,2018,Mississippi,57.0,52.0
39286,3,2018,Missouri,39.8,38.7
39287,3,2018,Montana,19.8,25.3
39288,3,2018,Nebraska,30.1,31.3
39289,3,2018,Nevada,36.6,36.8
39290,3,2018,New Hampshire,28.6,23.6
39291,3,2018,New Jersey,38.8,34.9
39292,3,2018,New Mexico,44.2,40.6
39293,3,2018,New York,29.6,25.6
39294,3,2018,North Carolina,49.1,45.6
39295,3,2018,North Dakota,15.0,18.3
39296,3,2018,Ohio,36.5,33.7
39297,3,2018,Oklahoma,47.0,45.3
39298,3,2018,Oregon,35.8,36.2
39299,3,2018,Pennsylvania,33.6,31.1
39300,3,2018,Rhode Island,37.5,32.0
39301,3,2018,South Carolina,54.7,50.3
39302,3,2018,South Dakota,21.0,25.3
39303,3,2018,Tennessee,48.4,44.3
39304,3,2018,Texas,57.0,52.9
39305,3,2018,Utah,35.7,33.8
39306,3,2018,Vermont,26.8,21.8
39307,3,2018,Virginia,43.2,40.7
39308,3,2018,Washington,35.6,35.8
39309,3,2018,West Virginia,39.8,36.8
39310,3,2018,Wisconsin,22.9,22.3
39311,3,2018,Wyoming,25.8,25.7
39312,4,2018,Alabama,57.4,58.9
39313,4,2018,Arizona,57.6,53.1
39314,4,2018,Arkansas,54.6,55.9
39315,4,2018,California,53.1,51.4
39316,4,2018,Colorado,40.9,38.1
39317,4,2018,Connecticut,39.9,40.7
39318,4,2018,Delaware,46.0,47.3
39319,4,2018,Florida,66.6,66.6
39320,4,2018,Georgia,57.6,59.2
39321,4,2018,Idaho,38.0,36.7
39322,4,2018,Illinois,42.0,45.6
39323,4,2018,Indiana,41.6,45.0
39324,4,2018,Iowa,37.2,41.3
39325,4,2018,Kansas,46.8,48.0
39326,4,2018,Kentucky,47.4,50.3
39327,4,2018,Louisiana,62.4,62.6
39328,4,2018,Maine,32.7,32.1
39329,4,2018,Maryland,45.0,47.3
39330,4,2018,Massachusetts,38.6,39.5
39331,4,2018,Michigan,32.4,35.4
39332,4,2018,Minnesota,30.1,33.3
39333,4,2018,Mississippi,58.0,59.6
39334,4,2018,Missouri,46.1,49.1
39335,4,2018,Montana,33.1,35.0
39336,4,2018,Nebraska,39.8,41.7
39337,4,2018,Nevada,44.8,43.1
39338,4,2018,New Hampshire,34.2,34.8
39339,4,2018,New Jersey,43.2,44.4
39340,4,2018,New Mexico,51.2,47.5
39341,4,2018,New York,33.8,36.6
39342,4,2018,North Carolina,51.2,53.6
39343,4,2018,North Dakota,29.0,33.0
39344,4,2018,Ohio,40.8,43.9
39345,4,2018,Oklahoma,53.6,54.4
39346,4,2018,Oregon,41.7,41.1
39347,4,2018,Pennsylvania,38.1,41.3
39348,4,2018,Rhode Island,40.8,40.9
39349,4,2018,South Carolina,56.0,57.9
39350,4,2018,South Dakota,33.6,37.8
39351,4,2018,Tennessee,50.6,53.1
39352,4,2018,Texas,62.4,60.6
39353,4,2018,Utah,44.1,41.4
39354,4,2018,Vermont,32.2,33.6
39355,4,2018,Virginia,46.7,49.3
39356,4,2018,Washington,42.0,41.8
39357,4,2018,West Virginia,42.8,45.9
39358,4,2018,Wisconsin,31.6,35.5
39359,4,2018,Wyoming,36.0,34.0
39360,5,2018,Alabama,66.9,66.7
39361,5,2018,Arizona,65.7,60.9
39362,5,2018,Arkansas,65.1,64.6
39363,5,2018,California,60.1,57.4
39364,5,2018,Colorado,50.6,47.2
39365,5,2018,Connecticut,52.8,51.4
39366,5,2018,Delaware,60.0,57.1
39367,5,2018,Florida,73.3,72.2
39368,5,2018,Georgia,67.1,66.9
39369,5,2018,Idaho,48.2,45.1
39370,5,2018,Illinois,57.8,56.9
39371,5,2018,Indiana,57.4,56.0
39372,5,2018,Iowa,53.2,54.0
39373,5,2018,Kansas,59.4,58.5
39374,5,2018,Kentucky,61.2,59.8
39375,5,2018,Louisiana,70.2,69.8
39376,5,2018,Maine,45.0,44.4
39377,5,2018,Maryland,59.8,57.3
39378,5,2018,Massachusetts,51.6,50.3
39379,5,2018,Michigan,47.7,47.7
39380,5,2018,Minnesota,46.9,47.8
39381,5,2018,Mississippi,67.4,67.5
39382,5,2018,Missouri,60.4,59.4
39383,5,2018,Montana,46.8,45.5
39384,5,2018,Nebraska,52.5,53.0
39385,5,2018,Nevada,53.8,50.7
39386,5,2018,New Hampshire,47.6,46.6
39387,5,2018,New Jersey,56.6,54.6
39388,5,2018,New Mexico,60.3,55.8
39389,5,2018,New York,48.9,48.6
39390,5,2018,North Carolina,63.8,62.1
39391,5,2018,North Dakota,46.8,47.5
39392,5,2018,Ohio,56.6,54.7
39393,5,2018,Oklahoma,64.6,63.7
39394,5,2018,Oregon,50.2,47.2
39395,5,2018,Pennsylvania,53.6,52.2
39396,5,2018,Rhode Island,52.9,50.9
39397,5,2018,South Carolina,66.9,66.1
39398,5,2018,South Dakota,49.4,50.4
39399,5,2018,Tennessee,62.6,61.9
39400,5,2018,Texas,70.5,68.6
39401,5,2018,Utah,53.6,50.0
39402,5,2018,Vermont,46.3,46.0
39403,5,2018,Virginia,60.9,58.5
39404,5,2018,Washington,51.4,48.4
39405,5,2018,West Virginia,57.8,55.7
39406,5,2018,Wisconsin,47.8,48.7
39407,5,2018,Wyoming,46.3,43.6
39408,6,2018,Alabama,76.9,74.1
39409,6,2018,Arizona,73.6,69.8
39410,6,2018,Arkansas,77.6,72.6
39411,6,2018,California,67.2,64.5
39412,6,2018,Colorado,61.8,56.5
39413,6,2018,Connecticut,64.3,61.1
39414,6,2018,Delaware,70.4,66.4
39415,6,2018,Florida,78.9,77.2
39416,6,2018,Georgia,76.5,74.2
39417,6,2018,Idaho,55.8,52.9
39418,6,2018,Illinois,72.8,66.8
39419,6,2018,Indiana,71.6,66.0
39420,6,2018,Iowa,70.0,64.4
39421,6,2018,Kansas,74.6,68.3
39422,6,2018,Kentucky,73.6,68.4
39423,6,2018,Louisiana,79.9,76.5
39424,6,2018,Maine,56.2,55.1
39425,6,2018,Maryland,70.4,66.4
39426,6,2018,Massachusetts,62.8,60.0
39427,6,2018,Michigan,62.7,58.4
39428,6,2018,Minnesota,64.0,58.9
39429,6,2018,Mississippi,78.2,74.8
39430,6,2018,Missouri,74.9,68.6
39431,6,2018,Montana,57.4,54.2
39432,6,2018,Nebraska,68.0,63.3
39433,6,2018,Nevada,62.8,59.5
39434,6,2018,New Hampshire,59.4,57.1
39435,6,2018,New Jersey,67.6,64.1
39436,6,2018,New Mexico,69.9,64.7
39437,6,2018,New York,61.7,59.0
39438,6,2018,North Carolina,74.2,70.0
39439,6,2018,North Dakota,63.8,58.3
39440,6,2018,Ohio,69.7,64.5
39441,6,2018,Oklahoma,77.8,72.4
39442,6,2018,Oregon,57.0,53.9
39443,6,2018,Pennsylvania,65.3,61.8
39444,6,2018,Rhode Island,63.6,60.3
39445,6,2018,South Carolina,77.0,73.7
39446,6,2018,South Dakota,65.7,60.9
39447,6,2018,Tennessee,74.4,70.0
39448,6,2018,Texas,80.9,76.0
39449,6,2018,Utah,63.7,59.3
39450,6,2018,Vermont,58.3,56.6
39451,6,2018,Virginia,71.4,67.0
39452,6,2018,Washington,57.9,54.8
39453,6,2018,West Virginia,68.9,64.2
39454,6,2018,Wisconsin,64.2,59.3
39455,6,2018,Wyoming,56.6,53.0
39456,7,2018,Alabama,80.0,78.7
39457,7,2018,Arizona,80.4,77.0
39458,7,2018,Arkansas,80.9,78.4
39459,7,2018,California,75.5,71.5
39460,7,2018,Colorado,68.2,64.1
39461,7,2018,Connecticut,70.2,68.0
39462,7,2018,Delaware,74.9,73.1
39463,7,2018,Florida,81.9,80.2
39464,7,2018,Georgia,79.8,78.6
39465,7,2018,Idaho,63.0,60.8
39466,7,2018,Illinois,74.9,73.4
39467,7,2018,Indiana,73.8,72.5
39468,7,2018,Iowa,73.1,71.5
39469,7,2018,Kansas,78.4,76.1
39470,7,2018,Kentucky,76.0,74.4
39471,7,2018,Louisiana,82.8,80.8
39472,7,2018,Maine,63.9,62.6
39473,7,2018,Maryland,74.1,72.8
39474,7,2018,Massachusetts,69.0,67.0
39475,7,2018,Michigan,67.8,65.6
39476,7,2018,Minnesota,68.4,66.3
39477,7,2018,Mississippi,81.2,79.6
39478,7,2018,Missouri,77.8,75.3
39479,7,2018,Montana,63.0,62.0
39480,7,2018,Nebraska,72.8,71.4
39481,7,2018,Nevada,72.4,68.0
39482,7,2018,New Hampshire,65.6,64.0
39483,7,2018,New Jersey,73.1,71.0
39484,7,2018,New Mexico,74.7,70.9
39485,7,2018,New York,67.3,65.8
39486,7,2018,North Carolina,77.0,75.2
39487,7,2018,North Dakota,68.4,66.0
39488,7,2018,Ohio,72.6,70.9
39489,7,2018,Oklahoma,81.6,79.3
39490,7,2018,Oregon,63.8,61.0
39491,7,2018,Pennsylvania,69.1,68.2
39492,7,2018,Rhode Island,69.9,67.6
39493,7,2018,South Carolina,80.2,78.4
39494,7,2018,South Dakota,70.8,69.2
39495,7,2018,Tennessee,77.3,75.5
39496,7,2018,Texas,84.2,81.0
39497,7,2018,Utah,72.6,67.8
39498,7,2018,Vermont,64.6,63.4
39499,7,2018,Virginia,74.1,72.8
39500,7,2018,Washington,62.8,60.8
39501,7,2018,West Virginia,71.2,69.9
39502,7,2018,Wisconsin,68.2,66.6
39503,7,2018,Wyoming,63.8,61.4
39504,8,2018,Alabama,80.1,79.6
39505,8,2018,Arizona,81.2,78.7
39506,8,2018,Arkansas,80.3,79.8
39507,8,2018,California,78.0,74.2
39508,8,2018,Colorado,68.1,66.1
39509,8,2018,Connecticut,74.2,69.7
39510,8,2018,Delaware,77.9,74.6
39511,8,2018,Florida,82.3,81.0
39512,8,2018,Georgia,79.8,79.4
39513,8,2018,Idaho,66.7,64.3
39514,8,2018,Illinois,74.8,74.4
39515,8,2018,Indiana,74.0,73.4
39516,8,2018,Iowa,72.4,72.6
39517,8,2018,Kansas,77.2,78.1
39518,8,2018,Kentucky,76.2,75.5
39519,8,2018,Louisiana,82.8,81.8
39520,8,2018,Maine,68.4,64.2
39521,8,2018,Maryland,76.6,74.1
39522,8,2018,Massachusetts,73.4,68.6
39523,8,2018,Michigan,70.2,67.0
39524,8,2018,Minnesota,68.6,67.6
39525,8,2018,Mississippi,81.0,80.5
39526,8,2018,Missouri,77.3,76.8
39527,8,2018,Montana,65.6,64.8
39528,8,2018,Nebraska,72.1,73.4
39529,8,2018,Nevada,75.1,71.1
39530,8,2018,New Hampshire,69.6,65.3
39531,8,2018,New Jersey,76.5,72.5
39532,8,2018,New Mexico,74.0,71.7
39533,8,2018,New York,70.8,67.1
39534,8,2018,North Carolina,77.2,76.2
39535,8,2018,North Dakota,68.4,67.9
39536,8,2018,Ohio,73.7,71.9
39537,8,2018,Oklahoma,81.3,81.3
39538,8,2018,Oregon,67.8,64.4
39539,8,2018,Pennsylvania,71.8,69.3
39540,8,2018,Rhode Island,74.4,69.4
39541,8,2018,South Carolina,80.1,79.3
39542,8,2018,South Dakota,71.0,71.5
39543,8,2018,Tennessee,77.3,76.6
39544,8,2018,Texas,83.8,82.1
39545,8,2018,Utah,74.2,70.4
39546,8,2018,Vermont,68.8,64.7
39547,8,2018,Virginia,75.1,73.9
39548,8,2018,Washington,66.8,63.8
39549,8,2018,West Virginia,72.4,71.1
39550,8,2018,Wisconsin,69.2,67.7
39551,8,2018,Wyoming,65.4,64.3
39552,9,2018,Alabama,79.4,76.9
39553,9,2018,Arizona,78.1,74.9
39554,9,2018,Arkansas,76.9,76.1
39555,9,2018,California,73.8,71.2
39556,9,2018,Colorado,64.0,61.2
39557,9,2018,Connecticut,70.2,65.0
39558,9,2018,Delaware,76.1,70.6
39559,9,2018,Florida,82.3,80.1
39560,9,2018,Georgia,79.6,76.8
39561,9,2018,Idaho,60.6,59.1
39562,9,2018,Illinois,72.5,69.8
39563,9,2018,Indiana,71.9,69.0
39564,9,2018,Iowa,68.9,67.2
39565,9,2018,Kansas,72.9,72.9
39566,9,2018,Kentucky,74.4,71.7
39567,9,2018,Louisiana,81.1,79.4
39568,9,2018,Maine,63.0,59.0
39569,9,2018,Maryland,74.9,70.1
39570,9,2018,Massachusetts,69.4,64.0
39571,9,2018,Michigan,66.1,62.2
39572,9,2018,Minnesota,63.2,61.5
39573,9,2018,Mississippi,79.6,77.7
39574,9,2018,Missouri,73.9,72.2
39575,9,2018,Montana,58.8,59.0
39576,9,2018,Nebraska,68.2,67.5
39577,9,2018,Nevada,69.1,65.9
39578,9,2018,New Hampshire,65.1,60.3
39579,9,2018,New Jersey,73.5,68.3
39580,9,2018,New Mexico,69.9,67.6
39581,9,2018,New York,67.0,62.5
39582,9,2018,North Carolina,76.8,73.0
39583,9,2018,North Dakota,61.3,61.6
39584,9,2018,Ohio,71.6,67.7
39585,9,2018,Oklahoma,76.9,77.0
39586,9,2018,Oregon,62.0,60.7
39587,9,2018,Pennsylvania,69.4,65.0
39588,9,2018,Rhode Island,70.8,65.3
39589,9,2018,South Carolina,79.7,76.2
39590,9,2018,South Dakota,65.7,65.3
39591,9,2018,Tennessee,75.7,73.1
39592,9,2018,Texas,79.6,78.9
39593,9,2018,Utah,69.1,65.0
39594,9,2018,Vermont,64.5,59.7
39595,9,2018,Virginia,74.0,70.1
39596,9,2018,Washington,61.2,60.3
39597,9,2018,West Virginia,71.4,67.4
39598,9,2018,Wisconsin,64.8,62.2
39599,9,2018,Wyoming,60.4,58.5
39600,10,2018,Alabama,73.4,69.3
39601,10,2018,Arizona,67.9,66.5
39602,10,2018,Arkansas,68.8,67.3
39603,10,2018,California,66.0,64.0
39604,10,2018,Colorado,53.4,51.9
39605,10,2018,Connecticut,59.2,56.2
39606,10,2018,Delaware,66.9,61.9
39607,10,2018,Florida,79.4,75.6
39608,10,2018,Georgia,74.1,69.4
39609,10,2018,Idaho,50.1,49.4
39610,10,2018,Illinois,62.2,60.4
39611,10,2018,Indiana,62.4,59.8
39612,10,2018,Iowa,57.0,57.1
39613,10,2018,Kansas,61.8,62.5
39614,10,2018,Kentucky,66.0,62.8
39615,10,2018,Louisiana,75.4,72.3
39616,10,2018,Maine,49.9,49.6
39617,10,2018,Maryland,65.8,61.4
39618,10,2018,Massachusetts,57.8,55.2
39619,10,2018,Michigan,54.2,53.0
39620,10,2018,Minnesota,49.8,50.9
39621,10,2018,Mississippi,73.2,69.8
39622,10,2018,Missouri,63.8,62.6
39623,10,2018,Montana,47.3,48.5
39624,10,2018,Nebraska,56.4,56.8
39625,10,2018,Nevada,57.6,56.2
39626,10,2018,New Hampshire,53.0,51.1
39627,10,2018,New Jersey,63.3,59.5
39628,10,2018,New Mexico,60.4,59.3
39629,10,2018,New York,55.6,53.4
39630,10,2018,North Carolina,69.4,65.0
39631,10,2018,North Dakota,47.0,50.1
39632,10,2018,Ohio,61.9,58.6
39633,10,2018,Oklahoma,67.0,67.4
39634,10,2018,Oregon,53.1,52.7
39635,10,2018,Pennsylvania,59.5,56.2
39636,10,2018,Rhode Island,59.6,56.9
39637,10,2018,South Carolina,73.2,68.5
39638,10,2018,South Dakota,52.4,54.1
39639,10,2018,Tennessee,67.9,64.4
39640,10,2018,Texas,70.8,71.0
39641,10,2018,Utah,56.6,54.7
39642,10,2018,Vermont,52.6,50.7
39643,10,2018,Virginia,65.9,61.6
39644,10,2018,Washington,51.8,52.0
39645,10,2018,West Virginia,62.8,58.8
39646,10,2018,Wisconsin,52.4,52.4
39647,10,2018,Wyoming,49.1,48.0
39648,11,2018,Alabama,58.9,58.7
39649,11,2018,Arizona,54.6,55.0
39650,11,2018,Arkansas,54.2,55.8
39651,11,2018,California,56.8,54.6
39652,11,2018,Colorado,38.8,40.0
39653,11,2018,Connecticut,45.7,45.6
39654,11,2018,Delaware,53.0,51.1
39655,11,2018,Florida,71.6,68.3
39656,11,2018,Georgia,60.8,59.2
39657,11,2018,Idaho,38.0,37.9
39658,11,2018,Illinois,44.9,47.7
39659,11,2018,Indiana,45.8,47.4
39660,11,2018,Iowa,39.1,43.6
39661,11,2018,Kansas,45.9,49.3
39662,11,2018,Kentucky,50.4,51.1
39663,11,2018,Louisiana,62.8,62.5
39664,11,2018,Maine,35.2,38.2
39665,11,2018,Maryland,51.2,50.3
39666,11,2018,Massachusetts,44.0,44.6
39667,11,2018,Michigan,38.4,41.1
39668,11,2018,Minnesota,31.8,36.5
39669,11,2018,Mississippi,59.0,59.2
39670,11,2018,Missouri,47.0,50.3
39671,11,2018,Montana,35.9,36.4
39672,11,2018,Nebraska,40.4,43.4
39673,11,2018,Nevada,44.8,44.8
39674,11,2018,New Hampshire,38.1,40.0
39675,11,2018,New Jersey,49.4,48.5
39676,11,2018,New Mexico,47.6,48.1
39677,11,2018,New York,40.5,42.2
39678,11,2018,North Carolina,55.4,54.4
39679,11,2018,North Dakota,31.0,35.2
39680,11,2018,Ohio,45.8,46.8
39681,11,2018,Oklahoma,52.3,55.0
39682,11,2018,Oregon,44.0,42.8
39683,11,2018,Pennsylvania,44.5,45.0
39684,11,2018,Rhode Island,46.8,46.6
39685,11,2018,South Carolina,59.4,58.1
39686,11,2018,South Dakota,36.2,39.7
39687,11,2018,Tennessee,52.7,53.1
39688,11,2018,Texas,58.6,60.3
39689,11,2018,Utah,41.2,42.4
39690,11,2018,Vermont,37.2,39.1
39691,11,2018,Virginia,51.4,50.8
39692,11,2018,Washington,43.0,41.9
39693,11,2018,West Virginia,47.6,47.6
39694,11,2018,Wisconsin,35.4,39.1
39695,11,2018,Wyoming,34.8,35.8
39696,12,2018,Alabama,49.7,50.0
39697,12,2018,Arizona,46.1,45.3
39698,12,2018,Arkansas,45.0,45.7
39699,12,2018,California,48.7,46.3
39700,12,2018,Colorado,29.6,29.4
39701,12,2018,Connecticut,36.4,34.7
39702,12,2018,Delaware,43.6,41.0
39703,12,2018,Florida,64.2,61.5
39704,12,2018,Georgia,51.7,50.7
39705,12,2018,Idaho,28.2,27.8
39706,12,2018,Illinois,35.0,35.1
39707,12,2018,Indiana,36.1,35.7
39708,12,2018,Iowa,29.0,29.2
39709,12,2018,Kansas,36.2,36.7
39710,12,2018,Kentucky,41.2,40.8
39711,12,2018,Louisiana,53.7,54.2
39712,12,2018,Maine,24.5,25.5
39713,12,2018,Maryland,41.3,40.1
39714,12,2018,Massachusetts,35.0,33.7
39715,12,2018,Michigan,29.8,29.0
39716,12,2018,Minnesota,21.5,20.4
39717,12,2018,Mississippi,49.8,50.4
39718,12,2018,Missouri,37.2,38.3
39719,12,2018,Montana,27.6,25.1
39720,12,2018,Nebraska,30.8,30.6
